emp_no,dept_no,from_date,to_date
68556,d001,1990-03-03,9999-01-01
68557,d007,1991-08-07,9999-01-01
68558,d005,1993-04-03,9999-01-01
68559,d004,1993-04-12,1997-06-09
68560,d004,1997-07-01,1998-08-27
68560,d009,1998-08-27,2001-06-03
68561,d004,1996-11-01,9999-01-01
68562,d009,1999-01-24,9999-01-01
68563,d005,1993-09-15,9999-01-01
68564,d006,1985-05-01,9999-01-01
68565,d001,1996-03-12,9999-01-01
68566,d005,1992-08-01,9999-01-01
68567,d007,1994-01-04,9999-01-01
68568,d007,1985-04-12,9999-01-01
68569,d004,1991-03-03,1992-09-29
68569,d006,1992-09-29,1994-10-12
68570,d003,1994-09-26,9999-01-01
68571,d005,1989-12-26,1994-07-28
68572,d007,1995-10-03,9999-01-01
68573,d007,1993-12-09,9999-01-01
68574,d005,1990-04-23,9999-01-01
68575,d005,1994-12-02,9999-01-01
68576,d007,1999-01-20,9999-01-01
68577,d008,1997-07-06,9999-01-01
68578,d004,1987-04-28,9999-01-01
68579,d005,1991-09-23,1997-10-05
68580,d007,1988-01-28,1996-01-09
68580,d009,1996-01-09,9999-01-01
68581,d004,1990-02-10,9999-01-01
68582,d008,1991-07-14,9999-01-01
68583,d002,1999-11-02,9999-01-01
68584,d007,1985-05-21,9999-01-01
68585,d003,1988-03-05,9999-01-01
68586,d004,1999-08-30,9999-01-01
68587,d005,1996-08-03,9999-01-01
68588,d004,1992-07-18,1993-06-22
68589,d005,1986-06-15,9999-01-01
68590,d005,1993-12-26,1994-11-29
68590,d008,1994-11-29,9999-01-01
68591,d005,1995-05-18,9999-01-01
68592,d004,1989-04-16,9999-01-01
68593,d004,1997-12-30,9999-01-01
68594,d004,1988-12-11,9999-01-01
68595,d005,1987-10-22,9999-01-01
68596,d009,1985-03-23,9999-01-01
68597,d007,1991-06-28,1995-12-23
68598,d002,1987-04-12,9999-01-01
68599,d001,1999-12-16,9999-01-01
68599,d007,1999-11-05,1999-12-16
68600,d004,1996-03-07,9999-01-01
68601,d005,1997-10-25,9999-01-01
68602,d009,1999-01-06,9999-01-01
68603,d007,1987-04-24,9999-01-01
68604,d007,1988-03-15,9999-01-01
68605,d007,1987-10-31,2000-04-09
68606,d005,1996-05-19,9999-01-01
68607,d007,1999-01-09,9999-01-01
68608,d004,1989-06-09,9999-01-01
68609,d005,2001-04-12,9999-01-01
68609,d009,1988-01-07,2001-04-12
68610,d005,1991-02-28,9999-01-01
68611,d005,1996-10-02,1999-01-01
68612,d008,1993-12-07,9999-01-01
68613,d004,1986-01-21,1988-07-10
68614,d004,1993-10-09,2000-07-30
68615,d002,1989-03-29,9999-01-01
68616,d004,1996-05-15,9999-01-01
68617,d004,1993-07-13,9999-01-01
68618,d004,1989-07-31,1994-03-24
68618,d009,1994-03-24,9999-01-01
68619,d005,1988-09-25,9999-01-01
68620,d001,1998-04-10,1998-07-09
68621,d009,1998-05-24,1998-11-15
68622,d001,1988-04-17,2001-10-27
68623,d005,1992-01-15,9999-01-01
68624,d005,1989-03-23,9999-01-01
68625,d006,1990-07-08,9999-01-01
68626,d004,1996-08-31,9999-01-01
68627,d005,1994-05-20,2002-05-13
68627,d008,2002-05-13,9999-01-01
68628,d007,1995-10-07,9999-01-01
68629,d003,1994-05-04,9999-01-01
68630,d003,1987-09-17,9999-01-01
68631,d009,1998-05-28,2001-04-26
68632,d004,1991-07-21,9999-01-01
68633,d004,1993-07-29,9999-01-01
68634,d004,1991-10-02,9999-01-01
68635,d005,1992-02-25,9999-01-01
68636,d008,1989-05-06,9999-01-01
68637,d001,1999-08-13,9999-01-01
68637,d007,1993-12-13,1999-08-13
68638,d004,1985-08-04,9999-01-01
68639,d005,1999-04-06,2001-12-06
68640,d004,1993-12-22,9999-01-01
68641,d007,1996-04-07,1996-05-26
68642,d002,1985-12-03,9999-01-01
68643,d005,1996-06-01,9999-01-01
68644,d004,1995-05-29,9999-01-01
68645,d004,1993-05-20,9999-01-01
68646,d001,1998-02-06,9999-01-01
68646,d007,1991-11-08,1998-02-06
68647,d005,1992-10-11,9999-01-01
68648,d005,1992-04-01,9999-01-01
68649,d004,1986-04-07,9999-01-01
68650,d009,1989-02-18,1998-05-12
68651,d008,1998-04-12,9999-01-01
68652,d005,1998-12-26,9999-01-01
68653,d005,1990-12-27,9999-01-01
68654,d004,1995-03-12,9999-01-01
68655,d001,2001-07-12,2001-12-21
68655,d003,1997-09-04,2001-07-12
68656,d005,1999-02-26,9999-01-01
68657,d008,1990-05-19,9999-01-01
68658,d004,1989-08-25,9999-01-01
68659,d001,1999-08-24,9999-01-01
68660,d007,1997-06-15,9999-01-01
68661,d004,1996-01-02,9999-01-01
68662,d005,1989-03-31,1990-08-31
68663,d005,1985-07-29,9999-01-01
68664,d001,1990-07-27,9999-01-01
68665,d004,1988-05-19,9999-01-01
68666,d007,1989-08-01,1991-12-28
68666,d009,1991-12-28,2000-07-02
68667,d001,1995-06-25,9999-01-01
68668,d004,1989-12-26,1990-07-12
68669,d007,1995-08-22,1997-04-20
68670,d005,1988-02-14,9999-01-01
68671,d004,1994-01-12,9999-01-01
68672,d006,1989-10-19,9999-01-01
68673,d004,1988-03-30,9999-01-01
68674,d003,1994-01-20,9999-01-01
68675,d004,1987-10-29,1996-11-05
68675,d006,1996-11-05,9999-01-01
68676,d001,1998-09-17,9999-01-01
68677,d007,1995-02-16,9999-01-01
68678,d005,1990-09-30,1997-08-17
68679,d003,1995-11-22,9999-01-01
68680,d004,1988-01-05,1994-12-20
68681,d007,1989-04-20,9999-01-01
68682,d007,1990-03-24,9999-01-01
68683,d005,1998-12-18,9999-01-01
68684,d002,1986-04-28,9999-01-01
68685,d004,1993-12-29,9999-01-01
68686,d005,1992-02-17,2002-02-16
68686,d008,2002-02-16,9999-01-01
68687,d009,1989-01-17,9999-01-01
68688,d005,1987-05-02,1988-10-09
68689,d005,1998-06-08,9999-01-01
68690,d005,1986-04-04,9999-01-01
68691,d005,1994-10-28,9999-01-01
68692,d005,1988-07-02,9999-01-01
68693,d007,1990-09-03,9999-01-01
68694,d005,1993-06-01,9999-01-01
68695,d002,1994-09-09,1997-01-13
68695,d007,1997-01-13,9999-01-01
68696,d007,1991-12-15,9999-01-01
68697,d004,1998-04-08,1999-05-15
68698,d005,1988-12-03,1994-12-06
68699,d008,1993-07-03,9999-01-01
68700,d005,1988-06-18,9999-01-01
68701,d005,1991-03-09,9999-01-01
68702,d002,1996-06-17,9999-01-01
68703,d004,1985-10-09,2000-08-25
68703,d009,2000-08-25,9999-01-01
68704,d003,1986-04-30,9999-01-01
68705,d005,1995-01-05,9999-01-01
68706,d007,1997-06-09,9999-01-01
68707,d006,1992-07-09,2001-03-26
68708,d005,1994-07-10,9999-01-01
68709,d005,1986-06-30,9999-01-01
68710,d005,1987-03-21,9999-01-01
68711,d004,1996-02-16,9999-01-01
68712,d002,1988-04-10,1999-03-18
68713,d005,1992-05-18,9999-01-01
68714,d004,1989-09-25,1990-10-29
68714,d006,1990-10-29,9999-01-01
68715,d004,1997-02-21,2002-05-13
68716,d004,1990-05-27,9999-01-01
68717,d006,1986-10-22,9999-01-01
68718,d009,1991-02-28,9999-01-01
68719,d005,1989-07-21,9999-01-01
68720,d001,1998-08-12,9999-01-01
68721,d003,1996-10-14,9999-01-01
68722,d005,1987-09-17,1989-08-24
68722,d009,1986-03-21,1987-09-17
68723,d004,1985-12-10,9999-01-01
68724,d003,1986-09-27,1997-08-26
68725,d007,1994-11-16,9999-01-01
68726,d004,1987-08-04,1996-03-24
68727,d005,1986-10-13,9999-01-01
68728,d007,1987-08-12,9999-01-01
68729,d003,1997-09-23,2000-01-31
68730,d009,1994-10-21,9999-01-01
68731,d004,1998-05-20,2002-01-01
68732,d004,1998-07-22,9999-01-01
68732,d005,1985-12-31,1998-07-22
68733,d006,1999-02-16,9999-01-01
68734,d004,1998-06-29,9999-01-01
68735,d005,1992-02-14,9999-01-01
68736,d005,1987-05-06,2002-01-22
68737,d004,1991-01-03,1996-02-16
68738,d009,1989-09-15,9999-01-01
68739,d008,1993-02-20,9999-01-01
68740,d005,1991-10-06,9999-01-01
68741,d001,1996-02-09,1997-05-07
68741,d009,1997-05-07,9999-01-01
68742,d005,1996-05-03,9999-01-01
68743,d006,1985-03-27,2002-04-07
68744,d005,1987-10-25,9999-01-01
68745,d005,1996-04-05,9999-01-01
68746,d004,1990-04-04,9999-01-01
68747,d005,1999-05-24,9999-01-01
68748,d002,1987-01-26,9999-01-01
68749,d005,1995-08-19,1995-10-07
68750,d009,1998-12-12,9999-01-01
68751,d004,1997-11-21,2001-05-11
68751,d005,1992-04-20,1997-11-21
68752,d004,1998-05-30,9999-01-01
68753,d004,1993-12-19,9999-01-01
68754,d005,1994-10-26,9999-01-01
68755,d007,1992-05-04,9999-01-01
68756,d009,1990-04-22,9999-01-01
68757,d008,1995-08-05,1998-03-05
68758,d004,1988-05-14,9999-01-01
68759,d001,1999-07-17,9999-01-01
68760,d007,1995-01-03,9999-01-01
68761,d005,2002-03-08,9999-01-01
68761,d009,1995-10-18,2002-03-08
68762,d001,1993-07-06,9999-01-01
68763,d006,1992-09-08,9999-01-01
68764,d007,1985-10-18,9999-01-01
68765,d005,1992-05-03,9999-01-01
68766,d007,1999-05-01,2001-10-19
68767,d007,1985-11-08,9999-01-01
68768,d002,1986-10-26,1988-08-01
68769,d002,1986-01-29,9999-01-01
68770,d002,1989-06-21,9999-01-01
68770,d003,1987-04-14,1989-06-21
68771,d005,1993-10-19,9999-01-01
68772,d004,1995-02-18,9999-01-01
68773,d005,1991-01-12,9999-01-01
68774,d005,1991-10-08,9999-01-01
68775,d004,1995-01-18,9999-01-01
68776,d007,1990-10-31,9999-01-01
68777,d005,1985-09-22,1991-03-31
68778,d005,1989-08-10,9999-01-01
68779,d004,1998-10-29,1999-10-28
68779,d009,1999-10-28,9999-01-01
68780,d005,1988-11-11,9999-01-01
68781,d007,1999-06-14,9999-01-01
68782,d005,1995-06-16,9999-01-01
68783,d008,1991-11-29,9999-01-01
68784,d005,1990-05-26,9999-01-01
68785,d005,1998-11-02,9999-01-01
68786,d008,1990-11-04,1999-03-12
68787,d008,1988-12-12,9999-01-01
68788,d004,1987-01-20,9999-01-01
68789,d001,1992-02-23,1995-01-16
68789,d009,1995-01-16,9999-01-01
68790,d006,1998-09-25,9999-01-01
68791,d005,1985-02-03,9999-01-01
68792,d003,1988-04-26,9999-01-01
68793,d005,1995-11-28,2002-07-04
68794,d004,1988-12-15,9999-01-01
68795,d005,1992-08-05,9999-01-01
68796,d007,1995-11-29,9999-01-01
68797,d007,1985-10-28,9999-01-01
68798,d004,1989-06-23,9999-01-01
68798,d006,1986-11-30,1989-06-23
68799,d004,1988-07-24,9999-01-01
68800,d005,1998-06-26,2001-05-15
68801,d005,1986-04-09,9999-01-01
68802,d007,1999-03-20,2000-08-29
68803,d007,1994-03-31,9999-01-01
68804,d005,1986-06-05,9999-01-01
68805,d004,1995-07-01,9999-01-01
68806,d008,1999-10-19,2001-06-28
68807,d004,1999-11-18,2002-04-19
68807,d005,1997-02-01,1999-11-18
68808,d005,1988-12-11,9999-01-01
68809,d008,1996-04-06,9999-01-01
68810,d005,1989-01-26,9999-01-01
68811,d002,1995-03-08,9999-01-01
68812,d005,1989-09-30,9999-01-01
68813,d006,1989-09-14,9999-01-01
68814,d004,1991-06-07,2001-12-17
68815,d004,1990-01-16,9999-01-01
68816,d007,1987-12-14,9999-01-01
68817,d002,1998-04-06,1999-12-10
68817,d003,1999-12-10,9999-01-01
68818,d005,1988-03-28,9999-01-01
68819,d005,1987-04-21,1994-04-09
68820,d005,1997-09-19,9999-01-01
68821,d005,1996-10-26,9999-01-01
68822,d004,1998-12-18,9999-01-01
68823,d004,1996-06-13,9999-01-01
68824,d005,1998-04-23,9999-01-01
68825,d005,1989-07-02,9999-01-01
68826,d005,1997-10-14,9999-01-01
68827,d004,1999-08-10,9999-01-01
68827,d005,1994-11-10,1999-08-10
68828,d005,1990-11-04,1997-09-08
68829,d002,1993-04-24,9999-01-01
68830,d005,1991-05-05,9999-01-01
68831,d004,1988-01-24,9999-01-01
68832,d002,1999-03-01,9999-01-01
68833,d009,1988-05-13,9999-01-01
68834,d005,1985-09-24,9999-01-01
68835,d004,1997-09-28,9999-01-01
68836,d007,1999-07-24,9999-01-01
68837,d005,1988-06-09,1996-07-07
68838,d001,1987-02-11,1987-06-06
68838,d007,1987-06-06,1996-08-16
68839,d007,1985-12-06,9999-01-01
68840,d001,1987-12-23,9999-01-01
68841,d007,1989-08-02,9999-01-01
68842,d005,1990-05-24,9999-01-01
68843,d002,1988-08-27,9999-01-01
68844,d005,1988-08-08,9999-01-01
68845,d002,1988-09-21,1997-09-28
68846,d002,2001-07-01,9999-01-01
68846,d003,1999-08-10,2001-07-01
68847,d002,1989-09-22,9999-01-01
68848,d005,1989-05-08,9999-01-01
68849,d003,1998-07-04,9999-01-01
68850,d007,1996-07-28,9999-01-01
68851,d002,1985-04-25,9999-01-01
68852,d008,1987-11-06,1988-09-24
68853,d004,1994-03-31,9999-01-01
68854,d007,1986-04-15,9999-01-01
68855,d002,1987-10-13,2001-01-16
68855,d003,2001-01-16,9999-01-01
68856,d004,1990-12-23,2001-08-12
68857,d001,1998-05-08,2001-04-17
68858,d005,1988-04-12,9999-01-01
68859,d008,1987-07-09,9999-01-01
68860,d004,1996-11-26,9999-01-01
68861,d004,1987-07-21,1991-05-28
68862,d004,1997-12-21,9999-01-01
68863,d004,1994-08-07,9999-01-01
68864,d005,1995-11-03,9999-01-01
68865,d001,1993-02-26,1999-10-17
68865,d009,1999-10-17,9999-01-01
68866,d004,1985-07-11,2000-02-06
68867,d007,1992-09-24,9999-01-01
68868,d007,1989-05-15,9999-01-01
68869,d002,1999-09-22,9999-01-01
68870,d004,1992-04-25,9999-01-01
68871,d003,1991-04-29,9999-01-01
68872,d009,1993-06-12,9999-01-01
68873,d004,1987-10-27,1991-05-24
68874,d002,1999-07-28,2001-10-10
68874,d003,1996-07-09,1999-07-28
68875,d005,1992-06-26,9999-01-01
68876,d007,1986-06-13,9999-01-01
68877,d005,1996-12-10,1997-07-08
68878,d003,1994-09-03,9999-01-01
68879,d004,1993-05-23,9999-01-01
68880,d007,1986-09-27,9999-01-01
68881,d003,1995-05-29,9999-01-01
68882,d004,1985-03-17,1998-08-06
68883,d001,1995-10-16,9999-01-01
68884,d004,1993-06-15,9999-01-01
68885,d002,1998-03-14,2000-02-14
68885,d003,1994-07-16,1998-03-14
68886,d005,1988-04-06,9999-01-01
68887,d009,1993-05-18,9999-01-01
68888,d001,1989-12-08,9999-01-01
68889,d007,1985-09-07,9999-01-01
68890,d002,1987-12-11,9999-01-01
68891,d001,1994-05-06,9999-01-01
68892,d005,1986-04-30,9999-01-01
68893,d004,1999-05-22,9999-01-01
68894,d005,2001-07-08,2002-06-26
68894,d008,1999-04-05,2001-07-08
68895,d002,1995-10-02,9999-01-01
68896,d001,1991-06-26,9999-01-01
68897,d004,1992-06-30,2001-06-08
68898,d004,1991-11-07,2002-02-16
68899,d007,1998-03-17,9999-01-01
68900,d005,1989-02-26,9999-01-01
68901,d006,1985-03-06,9999-01-01
68902,d005,1991-03-24,9999-01-01
68903,d002,1989-01-18,1992-09-07
68903,d007,1992-09-07,9999-01-01
68904,d004,1999-11-05,9999-01-01
68905,d005,1986-06-29,9999-01-01
68906,d002,1986-02-14,1996-01-06
68907,d004,1989-04-15,9999-01-01
68908,d006,1987-06-07,1990-07-20
68909,d005,1988-10-29,9999-01-01
68910,d001,1996-12-30,9999-01-01
68911,d004,1989-09-08,9999-01-01
68912,d005,1993-10-23,9999-01-01
68913,d009,1993-04-11,9999-01-01
68914,d004,1999-12-09,9999-01-01
68914,d008,1986-03-25,1999-12-09
68915,d007,1988-09-18,1992-07-09
68916,d006,1995-06-13,9999-01-01
68917,d005,1985-02-28,9999-01-01
68918,d004,1989-12-19,9999-01-01
68919,d004,1995-05-30,9999-01-01
68920,d005,1992-07-21,1997-09-29
68921,d001,1996-01-04,9999-01-01
68922,d004,1999-11-23,9999-01-01
68923,d004,1988-01-23,1990-06-30
68923,d006,1990-06-30,9999-01-01
68924,d007,1985-02-05,1988-11-02
68925,d004,1995-07-31,9999-01-01
68926,d007,1990-05-08,1990-11-25
68927,d005,1990-02-11,1999-05-19
68928,d004,1999-08-18,9999-01-01
68929,d005,1990-01-30,9999-01-01
68930,d005,1997-04-22,9999-01-01
68931,d005,1997-12-05,2000-02-07
68931,d006,1992-11-21,1997-12-05
68932,d008,1986-12-24,9999-01-01
68933,d007,1990-04-25,1992-06-06
68934,d009,1990-11-21,9999-01-01
68935,d002,1995-07-15,9999-01-01
68936,d006,1998-08-24,9999-01-01
68937,d004,1991-04-05,9999-01-01
68938,d008,1996-10-20,9999-01-01
68939,d004,1996-02-16,2000-06-29
68940,d007,1988-07-20,9999-01-01
68941,d007,1987-07-27,9999-01-01
68942,d004,1995-09-23,9999-01-01
68942,d005,1995-01-29,1995-09-23
68943,d003,1989-01-07,9999-01-01
68944,d005,1987-04-11,9999-01-01
68945,d004,1997-07-27,9999-01-01
68946,d007,1991-02-19,1993-07-16
68947,d002,1987-04-04,9999-01-01
68948,d005,1992-10-20,9999-01-01
68949,d009,1991-07-28,9999-01-01
68950,d004,1999-11-12,2002-04-29
68951,d004,1990-05-30,1999-02-27
68951,d006,1999-02-27,9999-01-01
68952,d005,1994-11-05,9999-01-01
68953,d004,1998-09-29,9999-01-01
68954,d009,1997-12-30,1999-07-17
68955,d007,1987-04-18,9999-01-01
68956,d002,1989-08-07,9999-01-01
68957,d002,1985-05-14,9999-01-01
68958,d001,1998-05-29,9999-01-01
68959,d008,1994-09-26,9999-01-01
68960,d003,1987-09-14,1989-12-02
68961,d001,1997-09-10,9999-01-01
68961,d007,1995-12-22,1997-09-10
68962,d004,1997-05-28,9999-01-01
68963,d004,1998-02-03,9999-01-01
68964,d005,1985-09-12,9999-01-01
68965,d004,1987-11-14,9999-01-01
68966,d001,1992-05-14,9999-01-01
68967,d004,1986-03-22,9999-01-01
68968,d007,1990-01-23,1999-07-13
68969,d004,1998-05-15,2002-02-14
68969,d006,2002-02-14,9999-01-01
68970,d008,1987-02-19,9999-01-01
68971,d009,1998-05-14,2002-03-05
68972,d005,1988-02-22,9999-01-01
68973,d007,1993-07-13,9999-01-01
68974,d005,1991-10-13,9999-01-01
68975,d008,1987-11-11,9999-01-01
68976,d005,1987-01-16,9999-01-01
68977,d004,2000-11-27,9999-01-01
68977,d005,1996-04-17,2000-11-27
68978,d009,1986-04-13,9999-01-01
68979,d005,1987-07-16,9999-01-01
68980,d004,1989-06-19,1995-08-26
68981,d007,1991-08-03,9999-01-01
68982,d004,1999-06-28,9999-01-01
68983,d008,1999-07-04,9999-01-01
68984,d003,1990-02-08,9999-01-01
68985,d002,1990-07-13,9999-01-01
68986,d007,1985-09-16,9999-01-01
68987,d007,1992-04-12,1997-07-01
68988,d001,2002-01-06,9999-01-01
68988,d007,1991-12-07,2002-01-06
68989,d003,1995-10-12,1998-10-28
68990,d003,1995-09-21,9999-01-01
68991,d001,1996-04-10,9999-01-01
68992,d005,1989-02-02,1996-04-20
68993,d005,1994-11-30,9999-01-01
68994,d005,1997-11-18,9999-01-01
68995,d004,1999-05-20,9999-01-01
68996,d007,1991-10-11,1996-02-13
68996,d009,1996-02-13,9999-01-01
68997,d005,1989-01-13,1996-02-27
68998,d006,1987-04-05,9999-01-01
68999,d005,1997-09-04,9999-01-01
69000,d004,1998-07-24,9999-01-01
69001,d005,1993-11-23,9999-01-01
69002,d005,1987-05-17,9999-01-01
69003,d005,1992-03-28,9999-01-01
69004,d002,1998-02-11,1999-11-20
69005,d005,1991-06-10,1991-06-28
69005,d008,1991-06-28,9999-01-01
69006,d001,1994-04-12,9999-01-01
69007,d009,1996-10-17,9999-01-01
69008,d007,1990-03-07,9999-01-01
69009,d007,1990-03-04,1994-09-25
69010,d008,1992-01-18,9999-01-01
69011,d005,1987-03-03,9999-01-01
69012,d005,2000-01-15,9999-01-01
69013,d004,1998-07-11,9999-01-01
69014,d004,1986-10-30,9999-01-01
69015,d005,1992-09-06,1994-03-16
69015,d009,1992-06-03,1992-09-06
69016,d009,1986-04-19,1986-11-03
69017,d004,1996-05-11,2001-04-15
69018,d008,1998-09-17,1999-12-16
69019,d007,1999-05-03,9999-01-01
69020,d005,1994-01-18,9999-01-01
69021,d007,1990-09-22,9999-01-01
69022,d001,1996-07-17,9999-01-01
69023,d007,1995-12-12,9999-01-01
69024,d003,1993-12-20,1999-12-05
69025,d009,1993-05-02,9999-01-01
69026,d002,1996-07-14,9999-01-01
69026,d003,1995-10-02,1996-07-14
69027,d002,1991-12-22,9999-01-01
69028,d006,1992-10-22,9999-01-01
69029,d005,1993-06-22,9999-01-01
69030,d007,1987-12-25,9999-01-01
69031,d005,1993-06-18,2000-06-09
69032,d004,1987-02-20,9999-01-01
69033,d007,1986-09-13,9999-01-01
69034,d004,1998-12-24,9999-01-01
69035,d004,1986-03-09,9999-01-01
69036,d006,1999-12-02,9999-01-01
69037,d005,1991-04-29,1991-11-05
69037,d008,1991-11-05,1992-06-01
69038,d005,1992-10-14,9999-01-01
69039,d008,1997-05-02,1997-12-20
69040,d007,1998-08-14,9999-01-01
69041,d007,1996-07-16,1999-06-07
69042,d003,1985-10-14,1991-03-04
69043,d009,1987-07-04,9999-01-01
69044,d001,1999-03-12,9999-01-01
69045,d001,1998-01-29,9999-01-01
69046,d004,1993-06-27,1999-08-20
69046,d006,1999-08-20,9999-01-01
69047,d007,1995-03-16,9999-01-01
69048,d006,1997-03-09,1997-06-21
69049,d007,1999-05-26,9999-01-01
69050,d007,1991-04-20,9999-01-01
69051,d005,1989-01-17,1990-05-03
69052,d007,1995-08-05,9999-01-01
69053,d004,1988-10-13,9999-01-01
69054,d007,1992-08-31,9999-01-01
69055,d005,1998-03-09,2000-02-23
69056,d004,1993-11-18,1998-05-07
69056,d009,1998-05-07,9999-01-01
69057,d005,1995-02-24,9999-01-01
69058,d008,1994-02-13,9999-01-01
69059,d005,1999-11-16,9999-01-01
69060,d002,1998-10-29,9999-01-01
69061,d004,1988-01-24,9999-01-01
69062,d007,1986-10-20,1995-06-05
69063,d009,1988-09-27,9999-01-01
69064,d004,1985-04-23,9999-01-01
69065,d001,1985-03-02,1998-03-21
69065,d009,1998-03-21,9999-01-01
69066,d007,1987-11-07,9999-01-01
69067,d005,1990-12-08,1993-07-26
69068,d003,1994-04-17,9999-01-01
69069,d006,1998-03-18,9999-01-01
69070,d008,1988-01-09,1996-12-24
69071,d004,1992-06-14,1995-07-14
69072,d008,1990-08-04,9999-01-01
69073,d004,1997-01-11,9999-01-01
69074,d006,1993-07-02,9999-01-01
69075,d002,1999-09-05,2001-09-09
69075,d003,2001-09-09,9999-01-01
69076,d005,1994-10-31,9999-01-01
69077,d002,1993-12-13,9999-01-01
69078,d007,1985-08-03,1998-11-29
69079,d004,1991-09-22,9999-01-01
69080,d007,1992-03-28,9999-01-01
69081,d008,1994-08-14,9999-01-01
69082,d007,1996-06-24,9999-01-01
69083,d001,2001-06-07,9999-01-01
69083,d007,1993-03-29,2001-06-07
69084,d001,1985-07-06,9999-01-01
69085,d005,1989-10-14,9999-01-01
69086,d005,1997-10-12,9999-01-01
69087,d001,1988-02-01,1988-06-06
69088,d006,2000-01-21,9999-01-01
69089,d005,1996-04-19,9999-01-01
69090,d005,1990-09-30,9999-01-01
69091,d005,1993-10-11,9999-01-01
69092,d004,1997-05-05,9999-01-01
69093,d007,1994-06-03,9999-01-01
69094,d004,1999-01-19,9999-01-01
69094,d008,1993-08-09,1999-01-19
69095,d009,1998-08-22,1998-08-30
69096,d007,1995-11-21,9999-01-01
69097,d005,1992-09-02,9999-01-01
69098,d004,1986-04-29,1999-09-29
69099,d007,1998-05-03,9999-01-01
69100,d006,1994-09-24,9999-01-01
69101,d009,1985-07-27,9999-01-01
69102,d005,1992-06-03,9999-01-01
69103,d005,1985-11-23,9999-01-01
69104,d001,2001-12-23,9999-01-01
69104,d007,1985-11-04,2001-12-23
69105,d003,1993-12-19,9999-01-01
69106,d006,1990-04-12,9999-01-01
69107,d005,1994-05-11,2001-06-22
69108,d002,2000-01-08,9999-01-01
69109,d005,1997-03-22,1997-04-21
69110,d004,1993-06-01,9999-01-01
69111,d005,1993-11-28,9999-01-01
69112,d005,1985-04-02,1985-08-19
69112,d008,1985-08-19,1986-07-27
69113,d008,1986-02-08,9999-01-01
69114,d005,1989-11-09,9999-01-01
69115,d004,1985-09-09,9999-01-01
69116,d005,1997-05-29,1999-10-14
69117,d003,1995-02-19,9999-01-01
69118,d002,1990-07-24,9999-01-01
69119,d002,1987-07-24,2001-07-28
69120,d004,1990-06-27,9999-01-01
69121,d002,1998-01-13,1999-07-06
