emp_no,salary,from_date,to_date
68206,47683,1989-09-21,1990-09-21
68207,63988,1993-10-23,1994-10-23
68208,71094,1993-06-15,1994-06-15
68209,40000,1993-01-10,1994-01-10
68210,87889,1988-04-29,1989-04-29
68211,71186,1986-08-24,1987-08-24
68212,40000,1991-10-28,1992-10-27
68213,40187,1987-05-08,1988-05-07
68214,47284,1996-10-05,1997-10-05
68215,62814,1996-02-27,1997-02-26
68216,40000,1991-07-23,1992-07-22
68217,41935,1988-10-06,1989-10-06
68218,40000,1987-08-05,1988-08-04
68219,55475,1993-05-27,1994-05-27
68220,94588,1993-05-22,1994-05-22
68221,58838,1999-09-01,2000-08-31
68222,40000,1993-10-07,1994-10-07
68223,40000,1991-11-29,1992-11-28
68224,40000,1991-03-10,1992-03-09
68225,74307,1989-01-28,1990-01-28
68226,40000,1986-03-27,1986-05-16
68227,44266,1999-08-03,2000-08-02
68228,49830,1996-01-23,1997-01-22
68229,64277,1995-05-07,1996-05-06
68230,47284,1991-10-30,1992-10-29
68231,60765,1993-10-10,1994-10-10
68232,51726,1999-11-30,2000-11-29
68233,40000,1985-07-27,1986-07-27
68234,59714,1993-01-08,1994-01-08
68235,83545,1985-02-13,1986-02-13
68236,48666,1987-07-29,1988-07-28
68237,54358,1994-02-18,1995-02-18
68238,40000,1986-08-14,1987-08-14
68239,40000,1999-09-09,2000-09-08
68240,40000,1999-08-03,2000-08-02
68241,46784,1998-08-20,1999-08-20
68242,74957,1997-07-09,1998-07-09
68243,52205,1989-12-03,1990-12-03
68244,81639,1992-01-16,1993-01-15
68245,42009,1986-12-14,1987-12-14
68246,44030,1992-01-10,1993-01-09
68247,41482,1999-02-06,2000-02-06
68248,40000,1990-06-10,1991-06-10
68249,40000,1990-04-14,1991-04-14
68250,49032,1986-12-24,1987-12-24
68251,49815,1985-07-23,1986-07-23
68252,66955,1986-12-12,1987-12-12
68253,40000,1993-01-23,1994-01-23
68254,40000,1992-03-09,1993-03-09
68255,40000,1997-02-10,1998-02-10
68256,40566,1993-08-21,1994-08-21
68257,40000,1996-10-02,1997-10-02
68258,40000,1988-04-26,1989-04-26
68259,52664,1998-04-01,1999-04-01
68260,40000,1994-07-06,1995-07-06
68261,40000,1986-01-15,1987-01-15
68262,48231,1996-03-29,1997-03-29
68263,66081,1991-12-19,1992-12-18
68264,47649,1995-03-17,1996-03-16
68265,40000,1997-05-30,1998-05-30
68266,60844,1991-06-29,1992-06-28
68267,76600,1985-08-26,1986-08-26
68268,40000,1987-04-09,1988-04-08
68269,57111,1986-10-31,1987-10-31
68270,51170,1994-01-19,1995-01-19
68271,52356,1995-02-07,1996-02-07
68272,40000,1997-10-31,1998-10-31
68273,46031,2000-01-12,2001-01-11
68274,40000,1989-03-26,1990-03-26
68275,40000,1993-06-13,1994-06-13
68276,40000,1986-03-21,1987-03-21
68277,58362,1996-01-05,1997-01-04
68278,50712,1989-09-05,1990-09-05
68279,43157,1991-10-30,1992-03-04
68280,84967,1990-12-02,1991-12-02
68281,40702,1986-06-11,1987-06-11
68282,58509,1996-12-18,1997-12-18
68283,40000,1996-09-23,1997-09-23
68284,40000,1998-10-11,1999-10-11
68285,60032,1995-12-29,1996-12-28
68286,76439,1993-05-07,1994-05-07
68287,43243,1999-03-26,2000-03-25
68288,40000,1997-12-16,1998-12-16
68289,40000,1996-03-04,1997-03-04
68290,40000,1995-05-25,1996-05-24
68291,46730,1989-08-27,1990-08-27
68292,77724,1987-07-19,1988-07-18
68293,40000,1987-09-20,1988-09-19
68294,40000,1991-03-28,1992-03-27
68295,40000,1991-12-22,1992-12-21
68296,85045,1989-01-29,1990-01-29
68297,40000,1999-07-25,2000-07-24
68298,59444,1997-01-17,1998-01-17
68299,58587,1990-10-30,1991-10-30
68300,68775,1989-07-05,1990-07-05
68301,75624,1985-03-16,1986-03-16
68302,63277,1991-04-07,1992-04-06
68303,50771,1995-01-17,1996-01-17
68304,62245,1990-04-13,1990-09-21
68305,40000,1995-06-23,1996-06-22
68306,40000,1991-10-04,1992-10-03
68307,45952,1995-07-06,1996-07-05
68308,40425,1999-03-10,2000-03-09
68309,40000,1999-12-06,2000-12-05
68310,41477,1991-10-01,1992-09-30
68311,40000,1986-08-05,1987-08-05
68312,49856,1989-10-20,1990-08-07
68313,40000,1992-07-20,1993-07-20
68314,54831,1994-12-08,1995-12-08
68315,81734,1999-06-21,2000-06-20
68316,40000,1997-12-08,1998-12-08
68317,41871,1990-11-23,1991-11-23
68318,63365,1993-08-13,1994-08-13
68319,56798,1992-07-01,1993-07-01
68320,40000,1995-08-05,1996-08-04
68321,40000,1986-09-22,1987-09-22
68322,49507,1991-01-21,1992-01-21
68323,40003,1998-02-25,1999-02-25
68324,40000,1990-05-02,1991-05-02
68325,52248,1999-11-20,2000-11-19
68326,51674,1985-07-10,1986-07-10
68327,65964,1993-03-16,1994-03-16
68328,59599,1986-10-15,1987-10-15
68329,80723,1991-04-29,1992-04-28
68330,82583,1988-09-06,1989-09-06
68331,54515,1988-06-26,1989-06-26
68332,68880,1987-05-14,1988-05-13
68333,40672,1990-04-11,1991-04-11
68334,40000,2000-01-09,2001-01-08
68335,60081,1987-01-12,1988-01-12
68336,54714,1985-09-25,1986-09-25
68337,40000,2000-01-22,2001-01-21
68338,56453,1987-01-17,1988-01-17
68339,50257,1989-06-11,1990-06-11
68340,49668,1999-11-22,2000-11-21
68341,52294,1991-05-18,1992-05-17
68342,51760,1997-10-02,1998-10-02
68343,40000,1987-12-23,1988-12-22
68344,40000,1985-12-06,1986-12-06
68345,40000,1991-09-14,1992-09-13
68346,42664,1987-12-07,1988-09-09
68347,56793,1996-04-11,1997-04-11
68348,40000,1989-08-02,1990-08-02
68349,40000,1999-02-27,2000-02-27
68350,40000,1985-02-28,1986-02-28
68351,41371,1994-09-24,1995-09-24
68352,74325,1999-12-09,2000-12-08
68353,40000,1999-03-28,2000-03-27
68354,40000,1995-05-29,1996-05-28
68355,61788,1996-12-10,1997-12-10
68356,59046,1998-04-03,1999-04-03
68357,46506,1987-11-28,1988-11-27
68358,41141,1995-04-11,1996-04-10
68359,68049,1986-05-27,1987-05-27
68360,74270,1985-02-05,1986-02-05
68361,40000,1999-11-02,2000-11-01
68362,47770,1994-08-24,1995-08-24
68363,57389,1988-02-25,1989-02-24
68364,42417,1990-05-09,1991-05-09
68365,52072,1986-01-26,1987-01-26
68366,60315,1999-08-11,2000-06-26
68367,55259,1989-02-27,1990-02-27
68368,44986,1993-08-24,1994-08-24
68369,45751,1985-11-13,1986-11-13
68370,76304,1994-11-21,1995-11-21
68371,40177,1992-02-24,1993-02-23
68372,44988,1997-01-17,1998-01-17
68373,60289,1993-05-30,1994-05-30
68374,65165,1988-02-11,1989-02-10
68375,69473,1991-11-08,1992-11-07
68376,53503,1997-07-21,1998-07-21
68377,47965,1995-11-04,1996-11-03
68378,82126,1985-04-14,1986-04-14
68379,63682,1989-01-23,1990-01-23
68380,40000,1999-02-02,2000-02-02
68381,57399,1985-03-11,1986-03-11
68382,56980,1992-10-17,1993-10-17
68383,57213,1987-04-06,1988-04-05
68384,86274,1997-03-06,1998-03-06
68385,67167,1993-01-10,1994-01-10
68386,48808,1986-02-27,1987-02-27
68387,46294,1998-06-15,1999-06-15
68388,73669,1994-06-15,1995-06-15
68389,72745,1998-01-06,1999-01-06
68390,46594,1999-06-07,2000-06-06
68391,48443,1999-07-06,2000-07-05
68392,40587,1991-07-15,1992-07-14
68393,40000,1993-01-27,1994-01-27
68394,59806,1991-12-12,1992-12-11
68395,48884,1992-06-02,1993-06-02
68396,40252,1995-05-31,1996-05-30
68397,40000,1995-07-31,1996-07-30
68398,59237,1995-07-07,1996-07-06
68399,67789,1991-11-30,1992-11-29
68400,56283,1991-10-29,1992-10-28
68401,40000,1990-11-18,1991-11-18
68402,40000,1995-11-10,1996-11-09
68403,57945,1986-05-17,1987-05-17
68404,64960,1988-07-19,1989-07-19
68405,40000,1996-05-18,1997-05-18
68406,40000,1986-04-14,1987-04-14
68407,80397,1988-02-25,1989-02-24
68408,40636,1993-06-24,1994-06-24
68409,49874,1990-08-20,1991-08-20
68410,43178,1989-12-25,1990-12-25
68411,40000,1997-05-09,1998-05-09
68412,40000,1999-11-22,2000-11-21
68413,90924,1989-03-26,1990-03-26
68414,78623,1994-07-23,1995-07-23
68415,88130,1993-08-09,1994-08-09
68416,54132,1990-11-08,1991-11-08
68417,74201,1996-08-29,1997-08-29
68418,40000,1988-05-29,1989-05-29
68419,40000,1998-07-01,1999-07-01
68420,55622,1991-02-18,1992-02-18
68421,52813,1991-01-28,1992-01-28
68422,86225,1988-09-15,1989-01-25
68423,51917,1997-04-22,1998-04-22
68424,40000,1987-05-28,1988-05-27
68425,48034,1991-07-17,1992-07-16
68426,47114,1989-08-01,1990-08-01
68427,54299,1987-01-01,1988-01-01
68428,54894,1991-08-19,1992-08-18
68429,68606,1990-06-08,1991-06-08
68430,55031,1986-12-02,1987-12-02
68431,40000,1993-09-17,1994-09-17
68432,90197,1987-11-20,1988-11-19
68433,75598,1991-08-24,1992-08-23
68434,73047,1992-12-24,1993-12-24
68435,42110,1986-09-20,1987-09-20
68436,40000,1989-08-27,1990-08-27
68437,59792,1988-07-16,1989-07-16
68438,45415,1989-09-04,1990-09-04
68439,48633,1997-04-28,1998-04-28
68440,40000,1992-12-12,1993-12-12
68441,59873,1989-01-23,1990-01-23
68442,70579,1993-10-18,1994-10-18
68443,40000,1990-04-05,1991-04-04
68444,42000,1995-02-05,1996-02-05
68445,42839,1993-12-04,1994-12-04
68446,46870,1996-01-29,1997-01-28
68447,40000,1996-11-27,1997-11-27
68448,60462,1990-03-14,1991-03-14
68449,54151,1997-07-07,1998-07-07
68450,42817,1988-03-23,1989-03-23
68451,56475,1999-03-02,2000-03-01
68452,40000,1999-08-03,1999-10-02
68453,42422,1995-01-28,1996-01-28
68454,40000,1988-05-16,1989-05-16
68455,40000,1994-09-30,1995-09-30
68456,42640,1999-07-19,2000-07-18
68457,40000,1988-10-09,1989-10-09
68458,97459,1995-07-24,1996-07-23
68459,40000,1994-07-27,1995-07-27
68460,84759,1998-09-24,1999-09-24
68461,44800,1999-05-15,2000-05-14
68462,41425,1997-11-27,1998-11-27
68463,61016,1995-03-17,1996-03-16
68464,94024,1994-06-09,1995-06-09
68465,41991,1989-09-06,1990-09-06
68466,40000,1987-03-09,1988-03-08
68467,40569,1989-06-04,1990-06-04
68468,40000,1989-11-26,1990-11-26
68469,40000,1990-06-05,1991-06-05
68470,42210,1994-04-24,1995-04-24
68471,49702,1990-08-10,1991-08-10
68472,83917,1989-04-14,1990-04-14
68473,40000,1998-10-05,1999-10-05
68474,76160,1991-02-24,1992-02-24
68475,51056,1987-03-03,1988-03-02
68476,66513,1997-11-06,1998-11-06
68477,40000,1989-08-20,1990-08-20
68478,40000,1988-08-20,1989-08-20
68479,57069,1996-02-06,1997-02-05
68480,40000,1987-03-16,1988-03-15
68481,40000,2000-01-15,2001-01-14
68482,45481,1999-12-09,2000-12-08
68483,73846,1990-06-21,1991-06-21
68484,71092,1989-01-05,1989-11-21
68485,54388,1991-05-24,1992-05-23
68486,84564,1994-10-16,1995-10-16
68487,41416,1994-01-28,1995-01-28
68488,65295,1995-11-12,1996-11-11
68489,40941,1995-07-18,1996-07-17
68490,50480,1987-08-17,1988-08-16
68491,40000,1997-05-08,1998-05-08
68492,40000,1989-04-21,1990-04-21
68493,40000,1995-05-24,1996-05-23
68494,66960,1992-06-05,1993-06-05
68495,62922,1997-05-03,1998-05-03
68496,40000,1993-01-21,1994-01-21
68497,50563,1996-08-22,1997-08-22
68498,40000,1986-06-21,1987-06-21
68499,74774,1985-11-16,1986-11-16
68500,48903,1988-10-11,1989-10-11
68501,42425,1988-01-03,1989-01-02
68502,40000,1993-03-16,1994-03-16
68503,40000,1993-12-27,1994-12-27
68504,40000,1997-04-10,1998-04-10
68505,40000,1993-02-20,1994-02-20
68506,40000,1996-09-24,1997-09-24
68507,54371,1997-03-20,1998-03-20
68508,40000,1985-06-06,1986-06-06
68509,47208,1998-07-05,1999-07-05
68510,40000,1986-01-11,1987-01-11
68511,52000,1990-10-30,1991-10-30
68512,45608,1997-06-09,1998-06-09
68513,46702,1997-10-25,1998-10-25
68514,71295,1987-03-19,1988-03-18
68515,43704,1995-09-28,1996-09-27
68516,41913,1999-01-12,2000-01-12
68517,40000,1999-10-15,2000-10-14
68518,69615,1990-09-07,1991-09-07
68519,57162,1985-09-19,1986-09-19
68520,40000,1994-07-26,1995-07-26
68521,58284,1997-11-05,1998-11-05
68522,40000,1992-10-06,1993-10-06
68523,73681,1998-06-10,1999-06-10
68524,103640,1994-10-11,1995-10-11
68525,47300,1996-10-01,1997-10-01
68526,43258,1988-01-07,1989-01-06
68527,74108,1988-02-20,1989-02-19
68528,43894,1991-12-20,1992-12-19
68529,40000,1993-03-23,1994-03-23
68530,45719,1988-11-09,1989-11-09
68531,40000,1994-11-19,1995-11-19
68532,41068,1990-02-15,1991-02-15
68533,64013,1989-07-14,1990-07-14
68534,40000,1993-07-19,1994-07-19
68535,56689,1985-12-17,1986-12-17
68536,53192,1999-04-24,2000-04-23
68537,46188,1991-03-15,1992-02-01
68538,78262,1991-11-22,1992-11-21
68539,40899,1992-06-29,1993-06-29
68540,56482,1992-02-09,1993-02-08
68541,90708,1997-04-20,1998-04-20
68542,40000,1990-02-22,1991-02-22
68543,62338,1985-02-22,1986-02-22
68544,61640,1999-08-25,2000-08-24
68545,40000,1994-05-01,1995-05-01
68546,46681,1997-11-03,1998-11-03
68547,83993,1985-10-10,1986-10-10
68548,85478,1986-01-03,1987-01-03
68549,57512,1987-03-06,1988-03-05
68550,56706,1994-03-02,1995-03-02
68551,40000,1997-11-10,1998-04-04
68552,40000,1997-03-13,1998-03-13
68553,40000,1993-08-10,1994-08-10
68554,40693,1990-06-16,1991-06-16
68555,71530,1996-11-25,1997-11-25
68556,40000,1990-03-03,1991-03-03
68557,77660,1991-08-07,1992-08-06
68558,40000,1993-04-03,1994-04-03
68559,48983,1993-04-12,1994-04-12
68560,40000,1997-07-01,1998-07-01
68561,40000,1996-11-01,1997-11-01
68562,40000,1999-01-24,2000-01-24
68563,65111,1993-09-15,1994-09-15
68564,54725,1985-05-01,1986-05-01
68565,75564,1996-03-12,1997-03-12
68566,40000,1992-08-01,1993-08-01
68567,69016,1994-01-04,1995-01-04
68568,47903,1985-04-12,1986-04-12
68569,40000,1991-03-03,1992-03-02
68570,40000,1994-09-26,1995-09-26
68571,40000,1989-12-26,1990-12-26
68572,49868,1995-10-03,1996-10-02
68573,47254,1993-12-09,1994-12-09
68574,44495,1990-04-23,1991-04-23
68575,40000,1994-12-02,1995-12-02
68576,80675,1999-01-20,2000-01-20
68577,70096,1997-07-06,1998-07-06
68578,49093,1987-04-28,1988-04-27
68579,40000,1991-09-23,1992-09-22
68580,66936,1988-01-28,1989-01-27
68581,55527,1990-02-10,1991-02-10
68582,52345,1991-07-14,1992-07-13
68583,74792,1999-11-02,2000-11-01
68584,71801,1985-05-21,1986-05-21
68585,46172,1988-03-05,1989-03-05
68586,40000,1999-08-30,2000-08-29
68587,40000,1996-08-03,1997-08-03
68588,48894,1992-07-18,1993-06-22
68589,43383,1986-06-15,1987-06-15
68590,40000,1993-12-26,1994-12-26
68591,40000,1995-05-18,1996-05-17
68592,40000,1989-04-16,1990-04-16
68593,60611,1997-12-30,1998-12-30
68594,52294,1988-12-11,1989-12-11
68595,45875,1987-10-22,1988-10-21
68596,40000,1985-03-23,1986-03-23
68597,86541,1991-06-28,1992-06-27
68598,66211,1987-04-12,1988-04-11
68599,79116,1999-11-05,2000-11-04
68600,47524,1996-03-07,1997-03-07
68601,40000,1997-10-25,1998-10-25
68602,40000,1999-01-06,2000-01-06
68603,76040,1987-04-24,1988-04-23
68604,71311,1988-03-15,1989-03-15
68605,59390,1987-10-31,1988-10-30
68606,47824,1996-05-19,1997-05-19
68607,58750,1999-01-09,2000-01-09
68608,47652,1989-06-09,1990-06-09
68609,40000,1988-01-07,1989-01-06
68610,40000,1991-02-28,1992-02-28
68611,54209,1996-10-02,1997-10-02
68612,54667,1993-12-07,1994-12-07
68613,40000,1986-01-21,1987-01-21
68614,40000,1993-10-09,1994-10-09
68615,45908,1989-03-29,1990-03-29
68616,53900,1996-05-15,1997-05-15
68617,79358,1993-07-13,1994-07-13
68618,53583,1989-07-31,1990-07-31
68619,66594,1988-09-25,1989-09-25
68620,66549,1998-04-10,1998-07-09
68621,44888,1998-05-24,1998-11-15
68622,40000,1988-04-17,1989-04-17
68623,43480,1992-01-15,1993-01-14
68624,40000,1989-03-23,1990-03-23
68625,54599,1990-07-08,1991-07-08
68626,40000,1996-08-31,1997-08-31
68627,60153,1994-05-20,1995-05-20
68628,47761,1995-10-07,1996-10-06
68629,40000,1994-05-04,1995-05-04
68630,40000,1987-09-17,1988-09-16
68631,40000,1998-05-28,1999-05-28
68632,40000,1991-07-21,1992-07-20
68633,60777,1993-07-29,1994-07-29
68634,43224,1991-10-02,1992-10-01
68635,40000,1992-02-25,1993-02-24
68636,63420,1989-05-06,1990-05-06
68637,72913,1993-12-13,1994-12-13
68638,40000,1985-08-04,1986-08-04
68639,40000,1999-04-06,2000-04-05
68640,40000,1993-12-22,1994-12-22
68641,60097,1996-04-07,1996-05-26
68642,58286,1985-12-03,1986-12-03
68643,72034,1996-06-01,1997-06-01
68644,44108,1995-05-29,1996-05-28
68645,45966,1993-05-20,1994-05-20
68646,85727,1991-11-08,1992-11-07
68647,40000,1992-10-11,1993-10-11
68648,55150,1992-04-01,1993-04-01
68649,40000,1986-04-07,1987-04-07
68650,45573,1989-02-18,1990-02-18
68651,43502,1998-04-12,1999-04-12
68652,40000,1998-12-26,1999-12-26
68653,43492,1990-12-27,1991-12-27
68654,69573,1995-03-12,1996-03-11
68655,40000,1997-09-04,1998-09-04
68656,52805,1999-02-26,2000-02-26
68657,40000,1990-05-19,1991-05-19
68658,48913,1989-08-25,1990-08-25
68659,64142,1999-08-24,2000-08-23
68660,93116,1997-06-15,1998-06-15
68661,42917,1996-01-02,1997-01-01
68662,86168,1989-03-31,1990-03-31
68663,49293,1985-07-29,1986-07-29
68664,67857,1990-07-27,1991-07-27
68665,40000,1988-05-19,1989-05-19
68666,70515,1989-08-01,1990-08-01
68667,73453,1995-06-25,1996-06-24
68668,52860,1989-12-26,1990-07-12
68669,71027,1995-08-22,1996-08-21
68670,53549,1988-02-14,1989-02-13
68671,43620,1994-01-12,1995-01-12
68672,56962,1989-10-19,1990-10-19
68673,40000,1988-03-30,1989-03-30
68674,40000,1994-01-20,1995-01-20
68675,57502,1987-10-29,1988-10-28
68676,66388,1998-09-17,1999-09-17
68677,98465,1995-02-16,1996-02-16
68678,41092,1990-09-30,1991-09-30
68679,40000,1995-11-22,1996-11-21
68680,40867,1988-01-05,1989-01-04
68681,93766,1989-04-20,1990-04-20
68682,51086,1990-03-24,1991-03-24
68683,52501,1998-12-18,1999-12-18
68684,45509,1986-04-28,1987-04-28
68685,40000,1993-12-29,1994-12-29
68686,40000,1992-02-17,1993-02-16
68687,40000,1989-01-17,1990-01-17
68688,43905,1987-05-02,1988-05-01
68689,40000,1998-06-08,1999-06-08
68690,41653,1986-04-04,1987-04-04
68691,69930,1994-10-28,1995-10-28
68692,40783,1988-07-02,1989-07-02
68693,89105,1990-09-03,1991-09-03
68694,51280,1993-06-01,1994-06-01
68695,75503,1994-09-09,1995-09-09
68696,77300,1991-12-15,1992-12-14
68697,57683,1998-04-08,1999-04-08
68698,48700,1988-12-03,1989-12-03
68699,46009,1993-07-03,1994-07-03
68700,40000,1988-06-18,1989-06-18
68701,72632,1991-03-09,1992-03-08
68702,61082,1996-06-17,1997-06-17
68703,40000,1985-10-09,1986-10-09
68704,40000,1986-04-30,1987-04-30
68705,66448,1995-01-05,1996-01-05
68706,61275,1997-06-09,1998-06-09
68707,56526,1992-07-09,1993-07-09
68708,42002,1994-07-10,1995-07-10
68709,40000,1986-06-30,1987-06-30
68710,43422,1987-03-21,1988-03-20
68711,50184,1996-02-16,1997-02-15
68712,58079,1988-04-10,1989-04-10
68713,59841,1992-05-18,1993-05-18
68714,51121,1989-09-25,1990-09-25
68715,46195,1997-02-21,1998-02-21
68716,40000,1990-05-27,1991-05-27
68717,42754,1986-10-22,1987-10-22
68718,40000,1991-02-28,1992-02-28
68719,70217,1989-07-21,1990-07-21
68720,40000,1998-08-12,1999-08-12
68721,44882,1996-10-14,1997-10-14
68722,40000,1986-03-21,1987-03-21
68723,44398,1985-12-10,1986-12-10
68724,40000,1986-09-27,1987-09-27
68725,64959,1994-11-16,1995-11-16
68726,57412,1987-08-04,1988-08-03
68727,74771,1986-10-13,1987-10-13
68728,67896,1987-08-12,1988-08-11
68729,40000,1997-09-23,1998-09-23
68730,40000,1994-10-21,1995-10-21
68731,40000,1998-05-20,1999-05-20
68732,41209,1985-12-31,1986-12-31
68733,61815,1999-02-16,2000-02-16
68734,53371,1998-06-29,1999-06-29
68735,60920,1992-02-14,1993-02-13
68736,47241,1987-05-06,1988-05-05
68737,40000,1991-01-03,1992-01-03
68738,50249,1989-09-15,1990-09-15
68739,53420,1993-02-20,1994-02-20
68740,42244,1991-10-06,1992-10-05
68741,55157,1996-02-09,1997-02-08
68742,64120,1996-05-03,1997-05-03
68743,53790,1985-03-27,1986-03-27
68744,45303,1987-10-25,1988-10-24
68745,58870,1996-04-05,1997-04-05
68746,40000,1990-04-04,1991-04-03
68747,40000,1999-05-24,2000-05-23
68748,62295,1987-01-26,1988-01-26
68749,45894,1995-08-19,1995-10-07
68750,40000,1998-12-12,1999-12-12
68751,55110,1992-04-20,1993-04-20
68752,44727,1998-05-30,1999-05-30
68753,60146,1993-12-19,1994-12-19
68754,40000,1994-10-26,1995-10-26
68755,64634,1992-05-04,1993-05-04
68756,40000,1990-04-22,1991-04-22
68757,48005,1995-08-05,1996-08-04
68758,40665,1988-05-14,1989-05-14
68759,50927,1999-07-17,2000-07-16
68760,64583,1995-01-03,1996-01-03
68761,56609,1995-10-18,1996-10-17
68762,66932,1993-07-06,1994-07-06
68763,41684,1992-09-08,1993-09-08
68764,55077,1985-10-18,1986-10-18
68765,40000,1992-05-03,1993-05-03
68766,53465,1999-05-01,2000-04-30
68767,40000,1985-11-08,1986-11-08
68768,46385,1986-10-26,1987-10-25
68769,65192,1986-01-29,1987-01-29
68770,40000,1987-04-14,1988-04-13
68771,44063,1993-10-19,1994-10-19
68772,40000,1995-02-18,1996-02-18
68773,51685,1991-01-12,1992-01-12
68774,40000,1991-10-08,1992-10-07
68775,40000,1995-01-18,1996-01-18
68776,57011,1990-10-31,1991-10-31
68777,45681,1985-09-22,1986-09-22
68778,46617,1989-08-10,1990-08-10
68779,60288,1998-10-29,1999-10-29
68780,40000,1988-11-11,1989-11-11
68781,98945,1999-06-14,2000-06-13
68782,66394,1995-06-16,1996-06-15
68783,57422,1991-11-29,1992-11-28
68784,65258,1990-05-26,1991-05-26
68785,40000,1998-11-02,1999-11-02
68786,61916,1990-11-04,1991-11-04
68787,40000,1988-12-12,1989-12-12
68788,50886,1987-01-20,1988-01-20
68789,49249,1992-02-23,1993-02-22
68790,40000,1998-09-25,1999-09-25
68791,40000,1985-02-03,1986-02-03
68792,40000,1988-04-26,1989-04-26
